0.0 0.014
0.01001 -0.218
0.02002 0.12
0.03003 0.13
0.04004 0.497
0.05005 -0.028
0.06006 -0.11
0.07007 0.078
0.08008 0.127
0.09009 0.158
0.1001 0.168
0.11011 0.213
0.12012 -0.2
0.13013 0.004
0.14014 -0.015
0.15015 -0.199
0.16016 0.194
0.17017 -0.081
0.18018 -0.484
0.19019 -0.681
0.2002 -0.131
0.21021 0.484
0.22022 0.608
0.23023 0.741
0.24024 -0.59
0.25025 -0.011
0.26026 0.628
0.27027 0.093
0.28028 -0.254
0.29029 -0.071
0.3003 0.019
0.31031 0.481
0.32032 -0.625
0.33033 -0.251
0.34034 0.297
0.35035 -0.6
0.36036 0.227
0.37037 0.107
0.38038 -0.041
0.39039 0.046
0.4004 0.116
0.41041 0.098
0.42042 -0.504
0.43043 -0.2
0.44044 0.165
0.45045 -0.532
0.46046 0.319
0.47047 0.44
0.48048 0.016
0.49049 -0.338
0.5005 -0.617
0.51051 0.136
0.52052 -0.653
0.53053 0.677
0.54054 -0.009
0.55055 -0.218
0.56056 0.811
0.57057 -0.001
0.58058 -0.312
0.59059 -0.176
0.6006 0.087
0.61061 0.406
0.62062 -0.245
0.63063 -0.285
0.64064 0.291
0.65065 -0.57
0.66066 0.186
0.67067 0.247
0.68068 0.053
0.69069 -0.232
0.7007 0.135
0.71071 0.387
0.72072 -0.389
0.73073 0.242
0.74074 -0.412
0.75075 0.332
0.76076 -0.054
0.77077 -0.298
0.78078 0.11
0.79079 -0.226
0.8008 0.316
0.81081 0.046
0.82082 0.031
0.83083 -0.069
0.84084 0.243
0.85085 -0.789
0.86086 0.032
0.87087 -0.134
0.88088 -0.163
0.89089 0.158
0.9009 0.005
0.91091 -0.029
0.92092 -0.08
0.93093 -0.257
0.94094 0.158
0.95095 -0.035
0.96096 0.366
0.97097 0.456
0.98098 -0.423
0.99099 0.343
1.001 -0.117
1.01101 -0.571
1.02102 0.301
1.03103 -0.397
1.04104 -0.209
1.05105 -0.121
1.06106 -0.689
1.07107 0.497
1.08108 -0.431
1.09109 0.457
1.1011 -0.685
1.11111 -0.041
1.12112 -0.584
1.13113 0.305
1.14114 0.193
1.15115 0.15
1.16116 0.359
1.17117 -0.157
1.18118 -0.042
1.19119 0.43
1.2012 0.489
1.21121 -0.268
1.22122 -0.102
1.23123 0.019
1.24124 -0.121
1.25125 -0.191
1.26126 -0.301
1.27127 -0.186
1.28128 0.337
1.29129 -0.402
1.3013 -0.123
1.31131 -0.412
1.32132 0.398
1.33133 0.008
1.34134 -0.388
1.35135 -0.165
1.36136 0.493
1.37137 -0.294
1.38138 -0.236
1.39139 0.346
1.4014 -0.095
1.41141 0.125
1.42142 0.327
1.43143 -0.438
1.44144 0.017
1.45145 0.481
1.46146 -0.284
1.47147 -0.267
1.48148 0.247
1.49149 -0.019
1.5015 0.109
1.51151 -0.271
1.52152 0.065
1.53153 0.08
1.54154 -0.128
1.55155 0.285
1.56156 -0.612
1.57157 0.362
1.58158 0.02
1.59159 0.086
1.6016 0.547
1.61161 0.205
1.62162 0.261
1.63163 -0.486
1.64164 0.818
1.65165 -0.188
1.66166 0.01
1.67167 0.175
1.68168 -0.219
1.69169 0.194
1.7017 0.092
1.71171 0.075
1.72172 -0.013
1.73173 -0.129
1.74174 -0.24
1.75175 -0.196
1.76176 0.169
1.77177 -0.204
1.78178 0.239
1.79179 -0.38
1.8018 -0.008
1.81181 -0.463
1.82182 0.107
1.83183 0.308
1.84184 -0.244
1.85185 0.634
1.86186 -0.558
1.87187 -0.089
1.88188 -0.399
1.89189 -0.013
1.9019 -0.301
1.91191 0.399
1.92192 -0.256
1.93193 0.138
1.94194 0.001
1.95195 0.061
1.96196 0.501
1.97197 0.435
1.98198 1.443
1.99199 0.665
2.002 1.43
2.01201 1.038
2.02202 0.845
2.03203 0.222
2.04204 0.339
2.05205 -0.399
2.06206 0.336
2.07207 0.08
2.08208 0.538
2.09209 0.842
2.1021 0.261
2.11211 1.047
2.12212 0.839
2.13213 0.197
2.14214 0.227
2.15215 -0.47
2.16216 0.406
2.17217 -0.376
2.18218 0.076
2.19219 -0.383
2.2022 -0.375
2.21221 0.562
2.22222 -0.207
2.23223 0.228
2.24224 -0.061
2.25225 0.296
2.26226 0.138
2.27227 -0.122
2.28228 0.703
2.29229 -0.707
2.3023 -0.443
2.31231 -0.572
2.32232 0.132
2.33233 -0.167
2.34234 0.62
2.35235 -0.066
2.36236 -0.095
2.37237 -0.386
2.38238 -0.309
2.39239 -0.473
2.4024 -0.223
2.41241 0.334
2.42242 -0.057
2.43243 -0.116
2.44244 0.034
2.45245 -0.045
2.46246 0.855
2.47247 -0.559
2.48248 0.642
2.49249 0.05
2.5025 0.87
2.51251 -0.2
2.52252 -0.412
2.53253 0.094
2.54254 -0.379
2.55255 0.472
2.56256 0.002
2.57257 -0.029
2.58258 0.024
2.59259 0.174
2.6026 0.226
2.61261 0.064
2.62262 -0.509
2.63263 0.131
2.64264 -0.873
2.65265 0.241
2.66266 -0.357
2.67267 0.798
2.68268 -0.488
2.69269 0.895
2.7027 -1.095
2.71271 0.416
2.72272 0.396
2.73273 0.293
2.74274 -0.769
2.75275 0.227
2.76276 -0.749
2.77277 0.293
2.78278 -0.145
2.79279 0.182
2.8028 -0.424
2.81281 -0.389
2.82282 -0.288
2.83283 0.264
2.84284 0.29
2.85285 -0.378
2.86286 0.384
2.87287 -0.016
2.88288 0.005
2.89289 -0.243
2.9029 0.409
2.91291 -0.043
2.92292 0.455
2.93293 -0.188
2.94294 -0.329
2.95295 0.496
2.96296 0.021
2.97297 -0.088
2.98298 -0.193
2.99299 0.149
3.003 0.358
3.01301 0.961
3.02302 -0.104
3.03303 0.645
3.04304 -0.259
3.05305 -0.005
3.06306 -0.169
3.07307 -0.259
3.08308 0.102
3.09309 -0.734
3.1031 0.104
3.11311 -0.07
3.12312 -0.101
3.13313 -0.246
3.14314 -0.463
3.15315 -0.386
3.16316 0.289
3.17317 -0.317
3.18318 -0.293
3.19319 0.208
3.2032 0.192
3.21321 -0.024
3.22322 -0.484
3.23323 0.278
3.24324 0.006
3.25325 -0.454
3.26326 -0.004
3.27327 -0.376
3.28328 -0.496
3.29329 0.051
3.3033 -0.449
3.31331 0.353
3.32332 0.542
3.33333 -0.198
3.34334 0.073
3.35335 -0.583
3.36336 0.178
3.37337 0.118
3.38338 0.537
3.39339 0.037
3.4034 0.429
3.41341 -0.121
3.42342 0.225
3.43343 -0.393
3.44344 -0.585
3.45345 -0.06
3.46346 -0.556
3.47347 0.132
3.48348 -0.328
3.49349 -0.114
3.5035 0.1
3.51351 -0.374
3.52352 -0.242
3.53353 -0.499
3.54354 0.006
3.55355 -0.349
3.56356 0.552
3.57357 0.381
3.58358 -0.56
3.59359 -0.022
3.6036 -0.317
3.61361 -0.488
3.62362 0.191
3.63363 0.031
3.64364 0.274
3.65365 -0.637
3.66366 0.596
3.67367 -0.359
3.68368 -0.289
3.69369 -0.096
3.7037 0.38
3.71371 -0.178
3.72372 0.409
3.73373 0.45
3.74374 0.225
3.75375 0.106
3.76376 0.358
3.77377 0.319
3.78378 -0.017
3.79379 0.143
3.8038 -0.469
3.81381 -0.462
3.82382 0.13
3.83383 -0.138
3.84384 -0.391
3.85385 0.253
3.86386 -0.125
3.87387 -0.628
3.88388 0.524
3.89389 0.09
3.9039 0.107
3.91391 0.078
3.92392 0.307
3.93393 0.392
3.94394 0.358
3.95395 0.195
3.96396 -0.633
3.97397 0.407
3.98398 -0.246
3.99399 -0.418
4.004 0.505
4.01401 -0.184
4.02402 0.697
4.03403 0.249
4.04404 -0.311
4.05405 0.212
4.06406 0.172
4.07407 -0.127
4.08408 0.07
4.09409 -0.278
4.1041 0.046
4.11411 -0.267
4.12412 0.375
4.13413 -0.5
4.14414 0.365
4.15415 0.155
4.16416 -0.009
4.17417 -0.264
4.18418 -0.051
4.19419 -0.332
4.2042 0.431
4.21421 -0.391
4.22422 -0.415
4.23423 0.115
4.24424 -0.301
4.25425 -0.064
4.26426 -0.964
4.27427 0.449
4.28428 0.126
4.29429 0.002
4.3043 0.33
4.31431 -0.106
4.32432 0.657
4.33433 0.34
4.34434 0.639
4.35435 1.24
4.36436 1.052
4.37437 0.696
4.38438 1.534
4.39439 1.25
4.4044 1.248
4.41441 1.645
4.42442 1.43
4.43443 0.679
4.44444 1.045
4.45445 0.506
4.46446 0.396
4.47447 0.862
4.48448 0.278
4.49449 0.795
4.5045 -0.131
4.51451 -0.063
4.52452 -0.176
4.53453 0.159
4.54454 0.102
4.55455 0.177
4.56456 -0.025
4.57457 0.318
4.58458 0.211
4.59459 -0.328
4.6046 -0.118
4.61461 -0.74
4.62462 0.199
4.63463 -0.245
4.64464 -0.18
4.65465 -0.101
4.66466 -0.002
4.67467 -0.051
4.68468 -0.151
4.69469 0.036
4.7047 0.05
4.71471 -0.302
4.72472 0.155
4.73473 -0.003
4.74474 -0.646
4.75475 -0.117
4.76476 0.517
4.77477 -0.047
4.78478 -0.179
4.79479 -0.396
4.8048 -0.042
4.81481 0.132
4.82482 -0.4
4.83483 0.382
4.84484 -0.088
4.85485 0.335
4.86486 0.161
4.87487 -0.003
4.88488 -0.205
4.89489 0.577
4.9049 -0.276
4.91491 0.057
4.92492 -0.135
4.93493 0.078
4.94494 -0.107
4.95495 0.575
4.96496 0.05
4.97497 1.065
4.98498 0.631
4.99499 0.509
5.00501 1.108
5.01502 0.419
5.02503 0.624
5.03504 -0.128
5.04505 0.391
5.05506 0.473
5.06507 -0.058
5.07508 -0.435
5.08509 0.402
5.0951 0.227
5.10511 -0.9
5.11512 -0.187
5.12513 0.213
5.13514 -0.502
5.14515 0.089
5.15516 -0.695
5.16517 0.209
5.17518 -0.226
5.18519 0.268
5.1952 -0.469
5.20521 -0.414
5.21522 -0.247
5.22523 0.055
5.23524 -0.19
5.24525 0.824
5.25526 -0.47
5.26527 0.305
5.27528 -0.214
5.28529 0.025
5.2953 -0.398
5.30531 -0.437
5.31532 0.028
5.32533 -0.097
5.33534 0.089
5.34535 0.076
5.35536 -0.096
5.36537 0.226
5.37538 -0.05
5.38539 0.284
5.3954 -0.187
5.40541 0.041
5.41542 0.121
5.42543 -0.09
5.43544 0.32
5.44545 -0.473
5.45546 -0.058
5.46547 -0.304
5.47548 0.415
5.48549 0.009
5.4955 0.602
5.50551 0.062
5.51552 -0.298
5.52553 0.344
5.53554 0.005
5.54555 -0.415
5.55556 0.786
5.56557 0.411
5.57558 0.513
5.58559 -0.089
5.5956 0.643
5.60561 -0.057
5.61562 -0.689
5.62563 0.128
5.63564 0.294
5.64565 -0.377
5.65566 0.175
5.66567 0.181
5.67568 0.039
5.68569 -0.226
5.6957 -0.328
5.70571 -0.076
5.71572 0.354
5.72573 -0.142
5.73574 -0.257
5.74575 -0.225
5.75576 -0.681
5.76577 -0.425
5.77578 0.004
5.78579 -0.249
5.7958 0.19
5.80581 -0.003
5.81582 -0.019
5.82583 0.04
5.83584 0.35
5.84585 0.225
5.85586 -0.121
5.86587 -0.217
5.87588 0.262
5.88589 -0.267
5.8959 -0.236
5.90591 0.179
5.91592 0.114
5.92593 -0.726
5.93594 0.002
5.94595 -0.29
5.95596 -0.22
5.96597 0.268
5.97598 -0.271
5.98599 0.165
5.996 0.256
6.00601 -0.234
6.01602 0.177
6.02603 0.045
6.03604 -0.045
6.04605 0.199
6.05606 -0.502
6.06607 -0.337
6.07608 -0.37
6.08609 -0.094
6.0961 -0.182
6.10611 0.257
6.11612 -0.003
6.12613 0.123
6.13614 0.112
6.14615 -0.511
6.15616 0.126
6.16617 0.129
6.17618 0.149
6.18619 -0.202
6.1962 0.154
6.20621 0.083
6.21622 -0.282
6.22623 0.122
6.23624 0.194
6.24625 0.296
6.25626 -0.03
6.26627 0.359
6.27628 -0.09
6.28629 -0.227
6.2963 0.223
6.30631 -0.071
6.31632 -0.021
6.32633 -0.346
6.33634 -0.148
6.34635 0.129
6.35636 -0.078
6.36637 -0.682
6.37638 0.414
6.38639 -0.712
6.3964 0.977
6.40641 -0.485
6.41642 0.021
6.42643 -0.464
6.43644 -0.109
6.44645 -0.104
6.45646 0.259
6.46647 -0.042
6.47648 -0.278
6.48649 -0.161
6.4965 -0.028
6.50651 -0.415
6.51652 0.45
6.52653 -0.215
6.53654 -0.44
6.54655 0.203
6.55656 -0.536
6.56657 -0.212
6.57658 -0.735
6.58659 0.094
6.5966 0.959
6.60661 -0.234
6.61662 0.243
6.62663 -0.138
6.63664 -0.048
6.64665 -0.207
6.65666 -0.322
6.66667 -0.231
6.67668 -0.027
6.68669 0.041
6.6967 -0.269
6.70671 -0.104
6.71672 -0.607
6.72673 -0.314
6.73674 0.277
6.74675 -0.204
6.75676 0.537
6.76677 -0.424
6.77678 -0.081
6.78679 0.084
6.7968 0.325
6.80681 0.14
6.81682 0.354
6.82683 -0.246
6.83684 0.069
6.84685 -0.074
6.85686 -0.269
6.86687 -0.139
6.87688 0.002
6.88689 -0.054
6.8969 0.224
6.90691 0.193
6.91692 0.615
6.92693 -0.379
6.93694 -0.015
6.94695 -0.277
6.95696 -0.746
6.96697 0.165
6.97698 0.182
6.98699 0.02
6.997 0.426
7.00701 0.473
7.01702 0.526
7.02703 0.25
7.03704 0.146
7.04705 0.27
7.05706 -0.339
7.06707 0.143
7.07708 -0.253
7.08709 0.395
7.0971 0.122
7.10711 -0.297
7.11712 -0.04
7.12713 -0.335
7.13714 0.12
7.14715 -0.578
7.15716 0.023
7.16717 0.13
7.17718 -0.121
7.18719 -0.003
7.1972 0.251
7.20721 0.468
7.21722 -0.444
7.22723 0.196
7.23724 0.071
7.24725 -0.08
7.25726 -0.072
7.26727 -0.165
7.27728 -0.316
7.28729 -0.421
7.2973 0.162
7.30731 -0.644
7.31732 0.7
7.32733 -0.349
7.33734 0.064
7.34735 -0.717
7.35736 0.39
7.36737 -0.267
7.37738 -0.161
7.38739 -0.3
7.3974 -0.06
7.40741 0.392
7.41742 -0.137
7.42743 0.134
7.43744 -0.33
7.44745 -0.249
7.45746 -0.254
7.46747 -0.026
7.47748 -0.244
7.48749 0.368
7.4975 -0.162
7.50751 -0.016
7.51752 -0.004
7.52753 0.015
7.53754 0.014
7.54755 0.355
7.55756 -0.035
7.56757 0.36
7.57758 0.339
7.58759 -0.107
7.5976 0.031
7.60761 0.048
7.61762 0.309
7.62763 0.701
7.63764 -0.321
7.64765 -0.315
7.65766 -0.394
7.66767 0.335
7.67768 0.246
7.68769 0.332
7.6977 -0.297
7.70771 0.196
7.71772 -0.364
7.72773 -0.36
7.73774 0.31
7.74775 -0.047
7.75776 -0.395
7.76777 -0.416
7.77778 -0.244
7.78779 0.489
7.7978 -0.561
7.80781 -0.309
7.81782 -0.333
7.82783 -0.105
7.83784 0.24
7.84785 0.218
7.85786 -0.095
7.86787 0.173
7.87788 0.289
7.88789 0.417
7.8979 0.159
7.90791 -0.425
7.91792 -0.475
7.92793 0.41
7.93794 0.271
7.94795 0.14
7.95796 -0.034
7.96797 0.416
7.97798 -0.258
7.98799 0.695
7.998 -0.233
8.00801 0.172
8.01802 -0.309
8.02803 -0.125
8.03804 -0.49
8.04805 -0.254
8.05806 -0.198
8.06807 -0.555
8.07808 0.47
8.08809 -0.002
8.0981 0.497
8.10811 -0.013
8.11812 -0.172
8.12813 0.36
8.13814 -0.357
8.14815 0.184
8.15816 -0.236
8.16817 0.106
8.17818 0.19
8.18819 0.405
8.1982 -0.256
8.20821 -0.062
8.21822 0.55
8.22823 -0.154
8.23824 -0.188
8.24825 -0.034
8.25826 0.024
8.26827 -0.362
8.27828 0.527
8.28829 -0.308
8.2983 -0.659
8.30831 0.448
8.31832 -0.462
8.32833 -0.008
8.33834 -0.072
8.34835 -0.425
8.35836 -0.082
8.36837 -0.218
8.37838 0.228
8.38839 0.067
8.3984 0.1
8.40841 -0.165
8.41842 0.33
8.42843 0.478
8.43844 -0.533
8.44845 0.448
8.45846 0.315
8.46847 0.125
8.47848 -0.06
8.48849 -0.162
8.4985 -0.376
8.50851 0.064
8.51852 -0.461
8.52853 0.204
8.53854 -0.288
8.54855 0.245
8.55856 -0.836
